mfcc,contrast,tonnetz,chroma,class
"[-351.70496    101.957954   -14.603245    28.982737    -2.6129277
    6.1024356    2.6376872   -1.6453091  -12.68268     -2.7466815
  -13.360608    -7.268996    -7.6082287   -7.571555     2.1034284
   -7.777732    -5.029477    -1.5276601   -5.584742   -10.666566
   -9.8717985   -9.171989    -2.5041716   -8.602931    -5.661078
   -4.6915984   -5.16312     -2.97188     -4.8039083   -2.1599205
   -5.0715976   -2.9560304   -3.8760066   -2.7292464   -1.9208479
   -4.129048    -4.3857503   -2.5944085   -3.2919285   -3.264664 ]","[25.29897328 14.40313632 16.92885204 17.35375876 17.02790613 20.28240299
 38.72684007]",[-0.01832174 -0.05085408  0.04572924  0.00244516  0.013015    0.00666534],"[0.4098635  0.46635723 0.47191447 0.48783937 0.43530336 0.4756424
 0.5844938  0.6463183  0.6869702  0.66073275 0.56750757 0.4893949 ]",open
"[-3.6414520e+02  9.3976967e+01 -4.3122845e+00  2.5857046e+01
 -6.0585504e+00 -1.3684376e+00  3.0442283e-01 -4.7154131e+00
 -9.0069065e+00  1.4340229e+00 -8.4965363e+00 -8.2084894e+00
 -3.7346387e+00 -8.6488495e+00  1.0773988e+00 -2.9939981e+00
 -5.7490993e+00 -1.4792337e+00 -8.0051870e+00 -1.1157419e+01
 -7.5665369e+00 -7.1539450e+00 -4.2412243e+00 -7.2977514e+00
 -2.5837312e+00 -4.9527106e+00 -5.4453678e+00 -2.7821298e+00
 -5.2899799e+00  6.6700983e-01 -3.3517506e+00 -4.0716219e+00
 -1.7882066e+00 -4.7902961e+00 -2.9175994e+00 -1.7199317e+00
 -5.1785841e+00 -1.7788570e+00 -3.2276304e+00 -4.7172713e+00]","[25.03201685 14.17313742 17.09468391 18.82242283 17.16584301 21.41675883
 38.97604376]",[ 0.00056853  0.02061983  0.12030842 -0.01614773  0.00348243 -0.0309525 ],"[0.41522148 0.43830737 0.42615628 0.37923065 0.42573905 0.50310487
 0.5391405  0.6028479  0.6384942  0.69027114 0.7282896  0.5631024 ]",open
"[-5.11088715e+02  1.18228615e+02  2.32785816e+01  3.47676849e+01
  1.14531689e+01  6.84871387e+00 -1.87928162e+01  8.17985758e-02
 -7.20942020e+00  3.35991240e+00 -2.12028694e+00 -9.94793034e+00
  2.17810774e+00 -5.60707331e+00  1.37695685e-01  6.95184994e+00
 -3.10121346e+00 -1.65364957e+00  3.52955127e+00 -5.57519722e+00
 -3.71198797e+00 -3.84048891e+00  1.40948963e+00 -8.96079183e-01
 -3.07566237e+00  1.18207502e+00 -2.22595406e+00  4.15668070e-01
  2.94295335e+00  8.86029005e-01 -1.02623332e+00  3.61119993e-02
 -1.40386149e-01 -1.46269929e+00 -1.49822402e+00 -1.87195444e+00
 -1.09347701e+00 -8.74077678e-01 -1.80787313e+00 -1.92206562e+00]","[21.66768692 14.93683118 18.87422866 17.76153837 18.73092074 19.17238763
 40.02174385]",[-0.01759517  0.03262409 -0.04968293 -0.02401949  0.00925805  0.01020703],"[0.5816238  0.55010116 0.49538863 0.48061714 0.4888444  0.4768487
 0.491716   0.54816484 0.5633788  0.5981485  0.6146745  0.5680043 ]",open
"[-5.1405182e+02  1.1810260e+02  1.8793680e+01  3.2364559e+01
  1.1112458e+01  1.1080337e+01 -1.1877038e+01  1.7866195e+00
 -1.2252389e+01  9.6613016e+00  2.2805052e+00 -1.0822675e+01
  7.2545278e-01 -3.5740414e+00 -2.1531639e+00  4.6655631e-01
 -7.4499261e-01 -3.5337524e+00  6.1604562e+00 -5.3551483e+00
 -5.2430811e+00 -1.3303968e+00 -3.8393661e-01  2.0502489e+00
 -5.8434596e+00  9.6302167e-02 -8.5088497e-01 -1.2349393e+00
  1.3554944e+00 -1.6027322e+00  1.3561058e+00 -1.9804542e+00
 -2.7355063e+00 -1.6945288e+00 -1.6199951e+00 -1.8062325e+00
 -2.8824604e+00 -8.3594388e-01 -3.1343334e+00 -1.4911011e+00]","[23.13951226 14.66944631 18.77771863 17.87675732 18.51457293 20.30082797
 40.12215897]",[ 0.01615342 -0.01940822 -0.00976092  0.01560874 -0.00018326 -0.00496528],"[0.5025068  0.48192176 0.46001425 0.42272705 0.4444548  0.45823258
 0.47850674 0.47758275 0.5256933  0.55226445 0.50202966 0.51386887]",open
"[-5.2429309e+02  1.1879820e+02  2.2458780e+01  2.5614817e+01
  7.4151392e+00  1.2310202e+01 -7.6662779e+00 -2.6588922e+00
 -1.1104458e+01  6.8836460e+00  4.9070764e+00 -6.7653418e+00
 -4.5850638e-01 -4.2860332e+00  3.3199697e+00  4.0808330e+00
 -3.5550871e+00 -1.4488164e+00  3.7327826e+00 -5.8878946e+00
 -3.4214301e+00  7.1814835e-01  1.7231555e+00  3.3235850e+00
 -2.6503682e+00 -7.4093156e-02 -1.6677661e+00 -1.3259952e+00
  2.3702600e+00 -3.6969976e+00 -1.5045621e+00 -3.5004696e-01
 -1.1957062e+00  1.1255454e+00 -4.9947450e-01 -2.4310896e+00
 -2.2339861e+00  2.4586153e-01 -2.0985308e+00 -2.0389280e+00]","[22.24123484 14.77824389 19.46809863 17.42717239 19.34340869 20.74268631
 39.52523833]",[-0.03221519 -0.02763846  0.00749424  0.01099128  0.00965324 -0.0054731 ],"[0.44968665 0.43645504 0.46287537 0.5620829  0.50785804 0.48828605
 0.48776814 0.50830096 0.5142857  0.49519742 0.51047486 0.45256776]",open
"[-5.0709503e+02  1.0331986e+02  2.5980755e+01  3.0226364e+01
  1.0979586e+01  8.1657448e+00 -1.0405763e+01  1.6288318e-01
 -5.2932286e+00  4.8555984e+00  1.5944544e+00 -6.7597847e+00
  2.0734150e+00 -3.9138558e+00  3.8406026e-01  4.6151347e+00
 -1.7428846e+00 -1.2660301e+00  4.0955105e+00 -3.7824292e+00
 -3.0809360e+00 -8.7882660e-02  3.1482685e+00 -4.2524776e-01
 -4.5378356e+00  3.0705957e+00 -1.9734311e+00 -7.7511531e-01
  3.4568450e+00  1.5670975e-01 -9.2456788e-02 -9.1609293e-01
 -1.3131124e+00 -2.0940478e+00 -1.8150499e+00 -1.9346398e+00
 -2.1384951e-01  7.1280974e-01 -3.3723521e-01 -7.1003787e-02]","[21.04332696 14.31610877 18.23663743 16.82508816 18.24498363 19.62227178
 39.61002203]",[ 0.019951    0.01218603 -0.02357334  0.04655762 -0.00462653  0.02460663],"[0.5805751  0.5216798  0.48081064 0.48990446 0.53518724 0.56263113
 0.52290785 0.5330796  0.5643353  0.546106   0.5322712  0.55505496]",open
"[-5.2726196e+02  1.1112153e+02  2.8348965e+01  3.0399233e+01
  9.9861450e+00  1.1509111e+01 -7.4520864e+00  1.8127574e+00
 -6.6671858e+00  4.0480084e+00 -5.3033242e+00 -8.8146954e+00
  5.0241427e+00 -5.8188496e+00 -1.0606555e+00  6.3556366e+00
 -4.1015067e+00 -4.4161210e+00  5.8035707e+00 -5.1117496e+00
 -5.3013554e+00 -9.3699116e-01  2.0182233e+00  2.5296175e-01
 -3.0399802e+00  1.4495741e+00 -3.4989498e+00 -2.1142530e-01
  3.0068548e+00 -1.1463248e+00  1.2523563e+00  2.1662745e-01
 -1.5296053e+00 -1.2212542e+00 -1.7137847e+00 -1.5476558e+00
 -1.3758051e+00 -1.4479623e+00 -2.2076890e+00 -7.6074153e-01]","[21.73208686 14.79629592 17.55110473 17.10386805 19.18010772 20.90055089
 40.48820556]",[-0.02572315 -0.00891668 -0.00589175  0.03855986 -0.00203299 -0.01195508],"[0.5813312  0.5311866  0.5245453  0.5291185  0.5421191  0.5209761
 0.4781678  0.47281745 0.57593966 0.61662513 0.60189664 0.61336553]",open
"[-5.4549066e+02  1.1425124e+02  2.7000719e+01  2.9996996e+01
  9.5996494e+00  1.3587884e+01 -8.6991415e+00  1.3260248e+00
 -9.9715099e+00  7.1846170e+00 -7.0118701e-01 -9.6864796e+00
  1.8883321e+00 -3.4982414e+00  3.0132505e-01  3.7963839e+00
 -1.5985150e+00 -5.2628012e+00  4.2574553e+00 -2.8644741e+00
 -4.6089058e+00 -2.3821867e+00  1.5255573e+00  2.3207176e+00
 -4.3768668e+00  1.5302252e+00 -9.6618199e-01 -1.6520617e+00
  3.1855388e+00 -9.3496907e-01  3.1620160e-01  1.1600133e-02
 -8.7872654e-01 -1.6099406e+00 -3.4580545e+00 -2.5114346e+00
 -1.7773464e+00 -1.5039293e-02 -2.3734028e+00 -4.3736127e-01]","[22.75539448 14.22330945 18.03047442 16.2689785  18.21241312 19.28919277
 40.28610673]",[-0.00485876 -0.03570377  0.05709158  0.00022901 -0.00429703  0.00262952],"[0.5862446  0.57303715 0.5563027  0.52444667 0.5129714  0.4842645
 0.47889256 0.5460558  0.5781846  0.5348905  0.5636749  0.60015756]",open
"[-5.2001605e+02  1.2237810e+02  1.0224121e+01  3.1897635e+01
  1.7942123e+01  2.6751205e+01 -1.1964671e+01 -2.3917704e+00
 -8.2849640e-01  1.1701530e+01 -2.8258903e+00 -1.5468306e+01
  4.2196131e+00  2.0757911e+00  9.8725444e-01  2.7249629e+00
 -7.4485703e+00 -6.3321704e-01  1.0144243e+01 -1.1862564e+01
 -6.0050960e+00  1.0458217e+00  3.5398347e+00 -1.5410291e-01
 -5.3989720e+00  6.5299473e+00 -2.4576271e+00  1.8285478e-02
  1.1430808e+00 -1.9631302e+00  4.8842702e+00 -3.0112185e+00
 -4.5484858e+00 -1.1457582e+00 -2.0460265e+00 -1.1936778e+00
 -2.0394676e+00 -4.4862037e+00  2.2459431e+00 -1.6762745e+00]","[21.82559683 14.93993192 17.67197361 16.36433742 23.99076227 22.29181124
 39.9357556 ]",[ 0.03398044 -0.00914056 -0.00586248  0.01172349 -0.01250814  0.01882077],"[0.48151398 0.4796644  0.4321759  0.37561473 0.37195545 0.37159428
 0.3545852  0.36635357 0.4334143  0.6408177  0.65191543 0.49706653]",open
"[-5.4000421e+02  1.0533338e+02  2.4349859e+01  2.9831314e+01
  1.1284506e+01  1.1742744e+01 -9.5506258e+00 -2.3050165e+00
 -4.6811256e+00  2.8288560e-02 -5.6609612e+00 -8.9209557e+00
  1.1842060e+00 -5.0814724e+00 -1.7186723e+00  2.5869265e+00
 -4.9005208e+00 -2.4117670e+00  2.3504958e+00 -4.9744706e+00
 -5.0173869e+00 -3.5644655e+00  1.7041310e+00 -2.4935648e+00
 -3.2910440e+00  3.3294456e+00 -2.8458362e+00 -7.7163190e-01
  2.2736354e+00 -8.4345996e-01 -7.4160373e-01 -1.9176316e+00
 -4.0587446e-01 -1.3312346e+00 -3.3470297e+00 -7.2629941e-01
 -3.3056384e-01 -7.9659355e-01 -1.1476701e+00 -2.7943873e+00]","[22.3036318  15.4379652  17.97256614 16.12332137 18.78862413 20.39514267
 38.9063236 ]",[-0.00631616 -0.0253896   0.05549247  0.02876124  0.02590849 -0.02096603],"[0.5304174  0.53248066 0.47334284 0.46675155 0.482892   0.47930172
 0.43380126 0.4693035  0.52943605 0.5682175  0.6117259  0.5866903 ]",open
"[-5.2410846e+02  1.1165376e+02  2.5147264e+01  2.8911837e+01
  1.3894360e+01  1.6174334e+01 -7.6640453e+00  4.2499413e+00
 -2.8131051e+00  1.9564393e+00 -6.5947490e+00 -7.8865633e+00
  1.7623227e+00 -6.7761006e+00 -4.6413136e-01  4.1058116e+00
 -5.5296063e+00 -2.9385569e+00  5.5132875e+00 -6.3376708e+00
 -4.1943016e+00 -1.7183284e+00  3.1373174e+00 -4.6163082e-01
 -5.2729044e+00  3.2554357e+00 -3.0363312e+00  6.7742449e-01
  3.3689096e+00 -5.5535775e-01 -3.4588259e-01 -3.2282348e+00
  1.0531077e-01 -1.7092998e+00 -3.4551232e+00 -2.0735998e+00
 -2.5555282e+00 -1.1757611e+00 -1.8549923e+00 -1.9882337e+00]","[21.94741804 15.51732772 17.68760152 17.29514677 19.71027636 19.68142925
 39.63267584]",[-0.0323456  -0.04570113 -0.01129825  0.0444896   0.00586878 -0.02046866],"[0.5791086  0.56689954 0.528871   0.5282816  0.5360056  0.51158935
 0.45109585 0.43417913 0.50794166 0.57069397 0.6206577  0.6191738 ]",open
"[-5.46364685e+02  1.13334435e+02  2.26548977e+01  2.73397522e+01
  5.24654913e+00  9.66428089e+00 -4.26414633e+00 -2.35767341e+00
 -6.08137512e+00 -5.57595432e-01 -4.69138861e+00 -9.18284512e+00
 -3.18635726e+00 -4.63517904e+00  4.02583808e-01 -3.79924119e-01
 -6.15369701e+00 -1.65623307e+00  1.56115389e+00 -4.97737741e+00
 -5.28076744e+00 -4.60553551e+00  1.18423736e+00 -1.05788076e+00
 -3.24334526e+00  1.29403210e+00 -1.18898618e+00  1.14261079e+00
  1.97082296e-01  1.01047897e+00  7.10954785e-01 -5.27690458e+00
 -8.09729874e-01 -1.83306062e+00 -5.83260870e+00 -1.25475192e+00
  3.81333172e-01 -2.68503547e+00 -7.73366511e-01  7.72259653e-01]","[24.61559088 16.11561944 17.50672387 17.0722502  19.69837253 21.48146246
 38.33347754]",[ 0.01068959 -0.04977121 -0.00758909  0.04400656  0.02222072 -0.02664025],"[0.54484075 0.5350162  0.53252625 0.49023905 0.48397598 0.4854422
 0.48867586 0.46754837 0.4911939  0.4963952  0.51302433 0.55341595]",open
"[-5.2554053e+02  1.1710419e+02  2.3498432e+01  2.7090988e+01
  1.2285576e+01  7.8892231e+00 -9.8884764e+00  1.3077275e+00
 -5.1019268e+00  3.0313394e+00 -6.3366632e+00 -9.7247477e+00
  2.8919115e+00 -5.4031935e+00  1.9072288e+00  6.3399062e+00
 -5.6545849e+00 -2.3296511e+00  5.6317425e+00 -4.8928995e+00
 -5.6734276e+00 -4.2236805e+00  2.6819677e+00 -1.0828323e+00
 -5.5767717e+00  3.0436008e+00 -1.9359593e+00  1.3861871e+00
  2.3606188e+00 -4.2318520e-01  8.1374884e-02 -1.4269090e+00
  5.2912819e-01 -2.7393744e+00 -2.5686660e+00 -1.5411768e+00
 -1.5444714e+00 -2.1861825e+00 -2.0208533e+00 -1.4083362e+00]","[23.71271217 14.7561194  17.2216073  16.40990483 19.02323069 20.03875371
 38.95016844]",[ 0.01388292 -0.01698212  0.01669215  0.0258382   0.00996632 -0.02371081],"[0.60515505 0.56642115 0.5382586  0.49165368 0.5037268  0.4836927
 0.4661168  0.5207851  0.63766176 0.66654783 0.65725553 0.64750403]",open
"[-4.75903717e+02  1.07244896e+02 -2.47084498e+00  1.01839504e+01
  3.22502136e-01  1.29231715e+00  1.06098528e+01 -4.09722042e+00
  2.66344500e+00  9.44904149e-01 -6.91916943e+00  7.97741532e-01
 -6.41831684e+00 -6.07552576e+00  4.64329100e+00 -1.48784590e+00
 -4.78584528e+00 -3.01397324e+00 -3.73837709e+00 -2.63472438e+00
 -2.71085024e+00 -1.11429885e-01  1.27558136e+00 -2.03931046e+00
 -1.87882543e+00 -3.44582587e-01 -1.02001643e+00 -8.92446816e-01
 -2.23545313e+00 -4.05105114e+00 -2.01017427e+00  4.28102881e-01
  4.80461270e-01 -4.68841374e-01 -1.09958422e+00 -3.72281969e-01
  9.11468983e-01  1.64591268e-01 -1.47268355e+00 -4.39028680e-01]","[22.54101294 12.93230843 15.36788405 15.53765437 20.02787942 22.50173363
 35.07717324]",[-0.01507534 -0.01764707  0.01174207  0.03486725  0.00913135 -0.00525413],"[0.6646444  0.6522197  0.6350897  0.5891844  0.59973043 0.60461396
 0.5693799  0.5703925  0.67390084 0.6510853  0.61173064 0.65831447]",open
"[-4.3176370e+02  1.1936703e+02 -2.6575010e+00  2.1924967e+01
 -1.7958268e+00 -2.7743232e+00  1.2825436e+01 -5.3751187e+00
  2.2930579e+00 -3.6250823e+00 -1.2924346e+01  3.9543204e+00
 -3.5275981e+00 -9.9341393e+00  4.2681384e+00  5.3849190e-01
 -5.4385438e+00 -3.1292086e+00 -4.0117354e+00 -1.1084347e+00
 -7.2889763e-01 -9.5157468e-01  4.8659804e-01 -3.1255429e+00
 -2.1256492e+00  5.4648614e-01 -2.2425129e+00 -3.2548892e+00
 -2.9397407e+00 -2.7155428e+00 -7.0334810e-01 -4.2807645e-01
 -1.8846438e+00 -1.6971418e+00 -8.3297068e-01 -9.0396130e-01
 -2.4908955e+00 -2.7274346e+00 -3.4486529e-01 -9.1720484e-02]","[23.31947135 13.81465047 16.49100614 16.30159997 18.01805603 23.76693083
 33.19593605]",[-0.02679206  0.0250881   0.03931879  0.01029516 -0.00448088  0.01128064],"[0.6351999  0.63411134 0.6126968  0.6229609  0.63613206 0.56758857
 0.5005041  0.49705884 0.47691467 0.509428   0.5717782  0.6397143 ]",open
"[-4.4363193e+02  1.2031404e+02  7.3733875e-03  1.8465799e+01
 -9.0932760e+00  3.5907383e+00  5.8599558e+00 -3.2907257e+00
  2.1197951e+00 -2.7192538e+00 -1.1999691e+01  5.3867674e+00
 -6.8821106e+00 -1.0546220e+01  5.3607755e+00  6.4125144e-01
 -1.4360096e+00 -5.5702333e+00 -3.8092866e+00 -2.7958086e+00
 -1.2526659e+00  3.6282000e-01 -1.1773152e+00 -4.6702294e+00
 -3.0755229e+00 -7.6762009e-01 -2.5498731e+00 -4.4030375e+00
 -3.4605436e+00 -1.5408969e+00  2.0247307e-03  7.2368288e-01
 -1.6624210e+00 -1.9118667e+00 -1.6039504e+00 -5.6041539e-01
 -2.4941506e+00 -2.4907725e+00 -3.8455865e-01 -3.0074587e-01]","[23.93332358 14.01630415 15.82112261 17.01513331 18.71588992 22.56230774
 36.323213  ]",[ 0.03488252 -0.02967932  0.05520361 -0.01218854 -0.02114325  0.00765492],"[0.62275195 0.5962106  0.56567264 0.5606655  0.60950416 0.58911896
 0.6057072  0.50174177 0.4990656  0.5954768  0.64291936 0.6892111 ]",open
"[-4.9563123e+02  1.1754473e+02  7.3408928e+00  4.1738043e+00
  3.4249303e-01  2.4156384e+00  9.9598246e+00  1.1135753e+00
 -1.4894373e+00 -2.8454652e+00 -7.4484296e+00 -3.1470942e-01
 -5.5394201e+00 -8.1934576e+00  1.5878415e+00  2.2121964e+00
 -1.2700316e+00 -4.2329454e+00 -4.0153155e+00 -9.9769294e-01
 -4.3301499e-01 -1.0222425e+00  4.6595177e-01 -1.9181710e+00
 -1.1190183e+00  6.7822897e-01 -1.5963273e+00 -3.1065626e+00
 -3.2158170e+00 -1.1570089e+00  6.2047976e-01  8.3719093e-01
 -1.5515708e+00 -1.4836534e+00 -7.1839559e-01 -5.1497442e-01
 -5.8600891e-01 -1.2046604e+00 -1.0078411e+00 -1.5652070e+00]","[22.72613206 13.67711866 16.20659366 16.06053846 17.53235158 20.15151629
 36.84527228]",[ 0.01636351 -0.00489075  0.01789384 -0.00778818 -0.01333136  0.01394081],"[0.6751232  0.65040594 0.6295493  0.6168015  0.6122274  0.6187307
 0.5929405  0.54898757 0.61406076 0.66008717 0.65821844 0.6875099 ]",open
"[-4.6167947e+02  1.2428721e+02 -4.0870190e+00  2.8978741e+01
  2.8994343e+00 -2.7865806e+00  1.1090494e+01 -8.9785967e+00
  3.9443848e+00 -6.2948412e-01 -1.4644238e+01  2.8619847e+00
 -5.1770248e+00 -1.0849786e+01  5.0673280e+00 -6.3582337e-01
 -6.7953997e+00 -3.2776163e+00 -1.9239125e+00 -9.9016094e-01
 -3.6612344e+00 -9.9007905e-01  1.9396279e+00 -2.5362988e+00
 -2.3076348e+00 -7.7535444e-01 -2.8249090e+00 -2.9206882e+00
 -3.4454577e+00 -3.2819684e+00 -1.0809553e+00 -9.5500374e-01
 -7.9080772e-01 -5.0830966e-01 -1.0768577e+00 -3.5004072e-02
 -1.0684670e+00 -2.4260995e+00 -1.4339563e+00 -2.0219517e+00]","[22.94912768 14.1745348  16.13203879 16.27000353 19.27232846 23.45050678
 33.22379034]",[ 0.00275321 -0.02266799  0.00298268  0.04985224 -0.00183107  0.01502089],"[0.6777665  0.66442573 0.584616   0.54861605 0.49595124 0.5060834
 0.5198909  0.564342   0.61992407 0.5776415  0.6095645  0.65559137]",open
"[-4.58834320e+02  1.11719795e+02  4.99280214e+00  3.02579327e+01
  2.15032864e+00  9.70034122e-01 -1.04998970e+00 -5.16123295e+00
  1.51182294e+00  5.76699972e-01 -1.37106237e+01  2.11527419e+00
 -2.63534307e+00 -9.28415489e+00  2.30979967e+00 -4.40888691e+00
 -6.66561985e+00 -3.27732277e+00  2.38194317e-01 -9.81431782e-01
 -2.45908833e+00 -2.19327760e+00 -1.24712908e+00 -3.72929406e+00
 -2.59900141e+00 -2.94549870e+00 -1.58790088e+00 -3.24339128e+00
 -4.13238096e+00 -1.17687905e+00 -2.44086504e+00  4.55775738e-01
  7.40430892e-01 -1.12009931e+00 -2.05438137e+00 -8.62882257e-01
 -1.75193417e+00 -1.87451494e+00 -9.00297046e-01 -2.05175829e+00]","[22.73221521 13.31347509 16.24078874 16.27509694 18.86597153 22.33034041
 37.08746138]",[-0.00532062  0.00592821  0.0262171   0.02968668 -0.00263909  0.00241127],"[0.67146146 0.68619716 0.6544884  0.5800706  0.5667964  0.5580991
 0.5305271  0.55127007 0.5892565  0.5819651  0.61352736 0.63105   ]",open
"[-4.4840265e+02  1.1214648e+02  4.6448845e-01  2.7309980e+01
  8.9874172e-01  2.4969375e+00 -1.6084160e-01 -4.7849112e+00
  1.0905286e+00 -8.4129131e-01 -1.3381078e+01  3.9880853e+00
 -3.7448835e+00 -8.9980803e+00  4.5676794e+00 -3.2338247e+00
 -5.0447407e+00 -4.4569459e+00 -3.0079988e-01  9.7265255e-01
 -3.5814784e+00 -2.7247858e+00  9.9902278e-01 -2.4851105e+00
 -1.4509435e+00 -1.9338851e+00 -2.3059866e+00 -1.7734839e+00
 -2.9324129e+00 -2.3928463e+00 -1.5851170e+00  2.8338054e-01
 -6.4109570e-01 -2.9649407e-01 -1.5254070e+00 -1.5087711e+00
 -1.6037029e+00 -2.2639058e+00 -1.0927473e+00 -1.4041787e+00]","[22.75115632 13.92307821 15.882745   16.21245189 18.63470241 21.63141079
 37.49344779]",[-0.00897216  0.01161911 -0.01399941 -0.00708772 -0.01390677 -0.00972497],"[0.6700432  0.6945005  0.65302336 0.58378524 0.5403398  0.518273
 0.5286395  0.5352804  0.5937413  0.5958509  0.5834457  0.63862056]",open
"[-4.4465012e+02  1.0870354e+02  9.9987316e+00  3.2345463e+01
  1.3621112e+00 -1.7634423e+00  3.4103122e+00 -5.6545348e+00
  2.1416144e+00 -3.1236279e-01 -1.4940763e+01  1.4081445e+00
 -3.0730700e+00 -9.4970579e+00  2.4594216e+00 -1.7898270e+00
 -7.2640238e+00 -3.9926524e+00  7.1310842e-01 -3.4248221e-01
 -3.8051476e+00 -3.4631093e+00  1.1793984e+00 -2.2476695e+00
 -2.5519729e+00 -1.3260746e+00 -1.7425089e+00 -2.4656913e+00
 -1.8489453e+00 -1.0706146e+00 -1.0039883e+00  2.5820789e-01
 -1.6161565e+00 -1.8465822e+00 -1.5073848e+00  7.5688899e-02
 -1.2572880e+00 -1.9425828e+00 -1.8105152e+00 -2.8670559e+00]","[23.36257104 13.75675281 16.65426657 17.38270751 19.87777281 22.14809838
 35.75214581]",[-0.00710306  0.03298658 -0.01539232  0.03085942 -0.00329048 -0.00270911],"[0.6450199  0.6528651  0.6274247  0.54955226 0.50679857 0.50031817
 0.5261421  0.5237997  0.5570681  0.60512197 0.6541217  0.65891993]",open
"[-4.4395221e+02  1.0430681e+02  1.0472476e+01  2.2962492e+01
  3.0793705e+00 -6.5916753e+00  5.6361848e-01 -5.9147859e+00
 -6.4386833e-01  2.0168190e+00 -1.0864053e+01  1.4439768e+00
 -2.0877357e+00 -1.1027895e+01 -1.0567460e+00 -4.3972807e+00
 -8.0460262e+00 -2.9833615e+00 -9.1538566e-01 -1.6452872e+00
 -3.8265886e+00 -3.3186443e+00  1.0961111e+00 -1.7822086e+00
 -2.6795583e+00 -2.0537064e+00 -1.6704875e+00 -2.5949109e+00
 -3.1507804e+00 -1.1652677e+00  1.6524237e-01  1.6682144e+00
 -1.6631706e-01 -4.1982675e-01 -1.7811894e-01 -7.3066276e-01
 -2.3580227e+00 -2.5722663e+00 -2.1148863e+00 -3.8922963e+00]","[23.74762866 14.92403403 16.74792152 17.53444531 18.59951664 22.46921646
 36.3079774 ]",[-0.00355894  0.04220577 -0.01342996  0.00808778  0.00701528  0.00200817],"[0.6208411  0.62855285 0.61202836 0.58125454 0.52257586 0.490346
 0.5107465  0.5504982  0.5751691  0.59898895 0.5647753  0.56205505]",open
"[-4.5544980e+02  1.0926251e+02  5.6514130e+00  2.3888937e+01
  1.2809608e+00 -2.9958069e+00  1.6039996e+00 -6.7771492e+00
  1.0402240e+00  1.3158633e-01 -1.2127381e+01  1.1998084e+00
 -4.3653789e+00 -9.0087061e+00  2.2057848e+00 -2.4811375e+00
 -7.3429775e+00 -4.2261133e+00  1.6060914e-01 -1.9399900e+00
 -3.9747775e+00 -3.3149059e+00 -4.9891979e-01 -1.9472923e+00
 -2.5714185e+00 -1.7866106e+00 -2.1045220e+00 -2.1352434e+00
 -1.7444400e+00 -5.7424635e-01  6.7473435e-01  5.8165777e-01
 -9.5663351e-01 -1.8234944e+00 -2.2757552e+00 -6.3608253e-01
 -2.0910113e+00 -1.6487966e+00 -3.1174883e-01 -7.7301365e-01]","[23.34756109 13.6981428  16.50759236 16.94959589 18.67131807 22.27711731
 36.8732779 ]",[ 0.00051904  0.01748718  0.00381638 -0.02261286 -0.01167011  0.00147539],"[0.65940464 0.6262577  0.57193226 0.5365412  0.5111756  0.53597903
 0.5240341  0.55986977 0.6395653  0.67235553 0.6235557  0.6437001 ]",open
"[-5.2164301e+02  1.3482980e+02  4.2585993e+00  1.8506304e+01
 -2.2515109e+00  5.9129710e+00  4.2147551e+00  2.5112777e+00
 -6.3268452e+00 -5.0819459e+00 -4.4638586e+00 -4.0588899e+00
  5.7891864e-01 -1.2017122e+01 -1.3090239e-01  4.1534123e+00
 -3.2899923e+00 -3.4988954e+00 -3.1333313e+00  2.9455717e+00
  7.3028874e-01 -3.3207965e-01  2.6626372e+00 -2.9792264e+00
 -3.5339336e+00  1.7993184e+00 -1.3242909e+00 -4.2095270e+00
  5.4853600e-01  1.8231942e-01 -2.5354662e+00  4.1173804e-01
 -2.6875284e-02 -1.6365813e+00 -1.6610488e+00  4.8632854e-01
 -9.6647727e-01 -1.4197711e+00  1.6258883e+00 -2.4279263e+00]","[20.70202142 12.97410696 15.35691562 16.12046649 17.8709272  20.23252258
 38.13110639]",[ 0.01605245 -0.00449841  0.01864214  0.0922864   0.00145197  0.00546581],"[0.5683729  0.63240266 0.70615554 0.76763344 0.6623471  0.62094355
 0.67177504 0.6434734  0.6233521  0.61231875 0.61028826 0.5884941 ]",open
"[-4.9078879e+02  1.4121887e+02 -1.4212425e+01  2.0660522e+01
  9.2955770e+00 -1.8020754e+00  9.0745239e+00  6.3697177e-01
 -7.5613360e+00 -3.6905234e+00 -9.0650730e+00 -8.0029211e+00
 -1.0033153e-01 -1.1854616e+01 -4.5398421e+00  8.4689178e+00
 -2.0735488e+00 -4.6030011e+00  8.9725412e-02 -1.4558377e+00
  8.2722288e-01 -5.2363408e-01 -2.3039200e+00 -1.7902360e+00
 -7.3216081e+00 -2.5312693e+00  5.5046749e-01 -5.8807735e+00
  2.8072163e-01  2.5377793e+00 -2.9360940e+00 -5.9024048e-01
 -1.5985766e-01 -5.8957487e-01 -1.7061359e+00 -1.9313172e+00
 -2.3600366e+00 -4.8723426e+00 -6.2544757e-01 -1.0070555e+00]","[23.33912631 16.56822491 17.58995327 18.73760365 19.30305026 23.8912557
 33.88375968]",[ 0.01305541 -0.03703778 -0.08365592  0.08202977 -0.00589472  0.02550824],"[0.5097859  0.44443646 0.5093889  0.5692703  0.6435833  0.57053363
 0.51178056 0.5350645  0.5763019  0.6606776  0.6663302  0.60719293]",open
