,mfcc,contrast,tonnetz,chroma,class
20,"[-4.72471771e+02  1.15233826e+02  7.28765011e+00  1.29632092e+01
 -4.46007586e+00  4.99708509e+00 -3.62111986e-01  3.43804312e+00
 -9.39752102e+00  2.88150162e-01 -6.84238386e+00 -9.90467739e+00
  3.58507562e+00 -7.63373327e+00 -3.78854108e+00  2.53254747e+00
 -9.92836356e-01 -2.54815769e+00  7.98390508e-01 -3.83692473e-01
  2.18290281e+00  1.35305595e+00  5.55144012e-01 -8.90195012e-01
 -3.89639378e+00 -7.86621049e-02 -5.91743350e-01 -2.78441310e+00
 -1.44777656e+00  7.21227586e-01 -1.21843684e+00  3.77526999e-01
 -1.62031371e-02 -1.68420100e+00 -1.51811552e+00 -2.86785698e+00
 -1.49908960e+00 -3.38482356e+00 -1.03961146e+00 -2.59571409e+00]","[23.53214417 14.11156515 15.55877752 16.50488681 18.27244593 19.75414897
 39.03361809]",[-0.01234517  0.01858759  0.04916542 -0.00093081  0.00284229  0.01003447],"[0.5429541  0.5071701  0.5416148  0.6406383  0.623438   0.5861357
 0.59489083 0.55574954 0.5834586  0.67640734 0.7115475  0.6434749 ]",ibrahim
21,"[-4.7143167e+02  1.3170892e+02  4.6961946e+00  1.5520509e+01
 -8.8140097e+00  1.6459934e+00  2.3030038e+00  5.5712657e+00
 -1.3973838e+01 -1.2825689e+00 -5.8214984e+00 -8.9116907e+00
  3.1979544e+00 -1.2287903e+01 -4.6590238e+00  6.5631270e+00
 -1.5837322e+00 -5.2908854e+00 -2.1460472e-01 -1.2982697e+00
  6.0055929e-01 -8.3583170e-01 -9.5206611e-02 -2.1867194e+00
 -4.6324520e+00 -1.7312016e-01 -9.4982630e-01 -4.1180439e+00
 -1.7589420e+00  7.7571833e-01 -2.3593283e+00 -1.0013171e+00
 -1.5377285e-01 -1.5365611e+00 -2.0115535e+00  4.3590841e-01
  7.0551205e-01 -9.4860882e-01  1.3842450e-01 -2.6925278e+00]","[22.15773981 13.55473371 16.63313985 16.89283617 17.98330169 20.78250274
 37.57805983]",[ 0.04631954 -0.00830924 -0.07119686  0.00763842  0.01403085  0.02874019],"[0.51650316 0.5461975  0.55631787 0.5843646  0.6756547  0.6007092
 0.6116299  0.6125414  0.6474709  0.6660053  0.61136246 0.5458543 ]",ibrahim
22,"[-5.05838379e+02  1.26938416e+02 -6.47783399e-01  2.61745548e+01
  4.68382025e+00  6.61736870e+00 -5.27198505e+00 -2.99558663e+00
 -7.17051888e+00  9.46577168e+00 -7.08549261e-01 -7.72685337e+00
 -3.57258737e-01 -1.06771021e+01  2.56801343e+00  2.58021623e-01
 -5.96249008e+00  1.24773335e+00  4.05419970e+00 -4.76912832e+00
 -3.87188816e+00 -1.91485751e+00 -3.41058898e+00  4.78802323e-01
  4.09491748e-01 -1.91559449e-01 -1.35388589e+00  8.36527884e-01
  4.90702003e-01  3.38405550e-01  5.09308636e-01 -1.94947851e+00
 -2.28198767e+00 -2.25784397e+00  3.13748032e-01  7.74780691e-01
 -2.88613868e+00 -2.45292640e+00 -2.40389848e+00 -2.59478688e+00]","[23.33814722 14.91135408 16.44495884 17.97682174 18.34242993 19.88945166
 39.05825922]","[ 3.49857255e-02 -2.33781185e-02 -7.90774729e-02  1.06174608e-02
  4.71276025e-05  1.14154676e-02]","[0.4836831  0.52182573 0.5190532  0.4735031  0.5148637  0.5121454
 0.60274434 0.66233075 0.64773375 0.66040814 0.6085517  0.47609752]",ibrahim
23,"[-5.05838379e+02  1.26938416e+02 -6.47783399e-01  2.61745548e+01
  4.68382025e+00  6.61736870e+00 -5.27198505e+00 -2.99558663e+00
 -7.17051888e+00  9.46577168e+00 -7.08549261e-01 -7.72685337e+00
 -3.57258737e-01 -1.06771021e+01  2.56801343e+00  2.58021623e-01
 -5.96249008e+00  1.24773335e+00  4.05419970e+00 -4.76912832e+00
 -3.87188816e+00 -1.91485751e+00 -3.41058898e+00  4.78802323e-01
  4.09491748e-01 -1.91559449e-01 -1.35388589e+00  8.36527884e-01
  4.90702003e-01  3.38405550e-01  5.09308636e-01 -1.94947851e+00
 -2.28198767e+00 -2.25784397e+00  3.13748032e-01  7.74780691e-01
 -2.88613868e+00 -2.45292640e+00 -2.40389848e+00 -2.59478688e+00]","[23.33814722 14.91135408 16.44495884 17.97682174 18.34242993 19.88945166
 39.05825922]","[ 3.49857255e-02 -2.33781185e-02 -7.90774729e-02  1.06174608e-02
  4.71276025e-05  1.14154676e-02]","[0.4836831  0.52182573 0.5190532  0.4735031  0.5148637  0.5121454
 0.60274434 0.66233075 0.64773375 0.66040814 0.6085517  0.47609752]",ibrahim
24,"[-5.0060736e+02  1.5296150e+02 -1.3017378e+01  2.9773594e+01
  3.2671535e+00  8.0699186e+00 -9.2550402e+00 -4.1576347e+00
 -7.8014088e+00  1.1659975e+01 -1.2524709e+00 -6.2930188e+00
 -1.4721572e+00 -1.0591327e+01  7.0397048e+00 -1.7056042e+00
 -7.6170335e+00 -1.8880154e+00  1.7028185e+00 -3.8875134e+00
 -3.8315332e+00 -8.4003818e-01 -2.8423042e+00 -2.4529515e-01
  1.9136750e+00  7.4930078e-01 -1.5475571e+00 -3.1483803e+00
 -2.6293998e+00 -1.7693444e+00 -3.7390468e+00 -1.7356031e+00
 -7.7835165e-02 -8.2206005e-01  1.5188107e-01  4.2805779e-01
 -2.0589352e+00 -9.5242172e-01 -3.9296189e-01 -2.7194912e+00]","[22.04075457 12.81458447 15.51141258 17.54486743 18.41055674 20.10062573
 37.77854101]",[-0.02953232 -0.01196688  0.01789779  0.00856873 -0.02768687  0.00867429],"[0.44888872 0.4568058  0.5389275  0.60886955 0.5442914  0.534898
 0.63559353 0.71738476 0.67905366 0.5792671  0.5405047  0.45566657]",ibrahim
25,"[-5.0060736e+02  1.5296150e+02 -1.3017378e+01  2.9773594e+01
  3.2671535e+00  8.0699186e+00 -9.2550402e+00 -4.1576347e+00
 -7.8014088e+00  1.1659975e+01 -1.2524709e+00 -6.2930188e+00
 -1.4721572e+00 -1.0591327e+01  7.0397048e+00 -1.7056042e+00
 -7.6170335e+00 -1.8880154e+00  1.7028185e+00 -3.8875134e+00
 -3.8315332e+00 -8.4003818e-01 -2.8423042e+00 -2.4529515e-01
  1.9136750e+00  7.4930078e-01 -1.5475571e+00 -3.1483803e+00
 -2.6293998e+00 -1.7693444e+00 -3.7390468e+00 -1.7356031e+00
 -7.7835165e-02 -8.2206005e-01  1.5188107e-01  4.2805779e-01
 -2.0589352e+00 -9.5242172e-01 -3.9296189e-01 -2.7194912e+00]","[22.04075457 12.81458447 15.51141258 17.54486743 18.41055674 20.10062573
 37.77854101]",[-0.02953232 -0.01196688  0.01789779  0.00856873 -0.02768687  0.00867429],"[0.44888872 0.4568058  0.5389275  0.60886955 0.5442914  0.534898
 0.63559353 0.71738476 0.67905366 0.5792671  0.5405047  0.45566657]",ibrahim
26,"[-4.9541400e+02  1.4662747e+02 -1.4372307e+00  3.1889124e+01
 -1.1143029e+00  4.9456906e+00 -3.1361153e+00  1.9595591e+00
 -1.0160729e+01  7.4294081e+00 -3.8403659e+00 -8.5837908e+00
  3.2835555e+00 -6.3094726e+00  3.1646461e+00 -2.5870528e+00
 -6.6795564e+00 -5.5004807e+00  2.5346823e+00 -3.3974764e+00
 -2.5966370e+00  1.0617098e+00 -5.6121488e+00  2.9781752e+00
  4.0905266e+00  3.1514928e-01 -1.3751928e+00 -5.6653398e-01
 -1.6007677e+00 -2.3290265e+00  2.0951290e+00 -1.1916623e+00
 -4.5908129e-01 -1.3174306e+00 -4.9603810e+00  4.9370143e-01
 -1.6469792e+00 -1.0302211e+00  1.5165731e+00 -2.6010296e+00]","[21.83811731 14.41842804 16.24718614 19.06548289 17.18797607 21.65755855
 39.01371499]",[ 0.03095372 -0.02009827 -0.05371024  0.06303484 -0.01017448  0.02075568],"[0.47014758 0.5540415  0.5478178  0.4752285  0.53676444 0.52591217
 0.5012693  0.53445363 0.5849613  0.6280241  0.54080606 0.44804433]",ibrahim
27,"[-4.9541400e+02  1.4662747e+02 -1.4372307e+00  3.1889124e+01
 -1.1143029e+00  4.9456906e+00 -3.1361153e+00  1.9595591e+00
 -1.0160729e+01  7.4294081e+00 -3.8403659e+00 -8.5837908e+00
  3.2835555e+00 -6.3094726e+00  3.1646461e+00 -2.5870528e+00
 -6.6795564e+00 -5.5004807e+00  2.5346823e+00 -3.3974764e+00
 -2.5966370e+00  1.0617098e+00 -5.6121488e+00  2.9781752e+00
  4.0905266e+00  3.1514928e-01 -1.3751928e+00 -5.6653398e-01
 -1.6007677e+00 -2.3290265e+00  2.0951290e+00 -1.1916623e+00
 -4.5908129e-01 -1.3174306e+00 -4.9603810e+00  4.9370143e-01
 -1.6469792e+00 -1.0302211e+00  1.5165731e+00 -2.6010296e+00]","[21.83811731 14.41842804 16.24718614 19.06548289 17.18797607 21.65755855
 39.01371499]",[ 0.03095372 -0.02009827 -0.05371024  0.06303484 -0.01017448  0.02075568],"[0.47014758 0.5540415  0.5478178  0.4752285  0.53676444 0.52591217
 0.5012693  0.53445363 0.5849613  0.6280241  0.54080606 0.44804433]",ibrahim
28,"[-5.07873260e+02  1.10138824e+02  2.22297883e+00  1.07767506e+01
  1.99419212e+00  6.95805931e+00  5.75038493e-01  7.58751929e-01
 -1.27712240e+01 -6.52716279e-01 -1.83389854e+00 -1.59789219e+01
 -6.74643815e-01 -1.55597353e+00 -2.26897359e+00  3.83753657e+00
  4.70281452e-01 -7.09883451e+00  1.17421651e+00  2.33773971e+00
 -5.98470354e+00  2.36336684e+00 -5.91352344e-01 -5.05125952e+00
  1.41238403e+00 -8.77803564e-01 -5.27889907e-01  1.80572081e+00
  1.42078900e+00 -2.73102736e+00 -2.72703505e+00  7.63069034e-01
 -1.02701902e+00  6.85634196e-01 -2.32881856e+00 -2.68689823e+00
 -1.81207907e+00 -3.10461235e+00 -6.74456656e-01 -2.42252970e+00]","[22.15604367 15.3893039  16.92612629 18.69149684 18.55171191 21.0838281
 38.34218446]",[-0.02806969 -0.02440148  0.00347995  0.07783593  0.00504085  0.01494372],"[0.5697918  0.55107796 0.4837432  0.48350632 0.4905316  0.45887703
 0.5566716  0.64625704 0.69721496 0.63612795 0.5444379  0.5465988 ]",ibrahim
29,"[-4.4816022e+02  1.1502866e+02 -8.4968948e+00  3.1055677e+01
 -3.5172517e+00  5.5784054e+00  8.1943411e-01  4.1571827e+00
 -5.4118032e+00 -2.1247369e-01 -1.7984238e+01 -9.8321733e+00
  5.0026937e+00 -8.5487852e+00 -4.2512355e+00 -3.6529653e+00
 -1.4637674e+00  9.5696241e-01 -1.3927784e+00 -5.0097146e+00
  1.4256817e+00 -1.0105193e+00 -3.6233907e+00 -4.3438077e-01
 -2.8940024e+00 -1.8600273e+00  3.4142485e-01 -1.7744012e+00
 -1.9028276e+00 -1.0743374e+00 -2.6382482e+00 -3.0116722e-01
 -2.8560501e-01 -4.2167149e+00 -1.8683873e+00 -1.2820007e+00
 -8.8372374e-01 -1.8165642e+00 -2.7890873e+00  4.0916055e-01]","[22.73444508 13.58352632 16.94131888 16.3830303  17.52188672 22.06651663
 38.07187787]",[-0.04709656  0.01948444  0.04752491 -0.00436861 -0.00051477  0.00332972],"[0.5748369  0.5623806  0.59735733 0.5638516  0.47650507 0.50208896
 0.49937314 0.54365045 0.6002003  0.67918175 0.6696223  0.65389216]",ibrahim
30,"[-4.4375323e+02  1.3292792e+02 -1.8356930e+01  3.1347387e+01
 -1.7452799e+00  8.9191742e+00 -3.5525436e+00 -3.7072234e+00
 -3.5510471e+00  6.9452840e-01 -1.7526110e+01 -4.0002041e+00
  6.2112341e+00 -1.4510276e+01 -1.0249226e+00 -3.9169678e-01
 -1.0447804e+00  1.4797757e+00 -4.1402140e+00 -2.3769656e-01
  2.0175936e+00 -3.8208239e+00 -1.4179982e+00 -1.2564069e+00
 -5.5861640e+00  8.2757735e-01  9.0141416e-02 -5.5799890e+00
  1.3371365e+00  1.3132364e+00 -3.4097311e+00  1.6623802e+00
 -6.9632673e-01 -3.3132215e+00 -1.2788421e+00 -3.1560490e+00
 -6.4123058e-01 -4.5550661e+00 -1.0582737e+00  6.4095473e-01]","[21.76961305 13.64098812 16.4356038  16.0331691  19.71633675 22.16288571
 37.28376439]",[ 0.02386063  0.04441414  0.10090242 -0.07940864  0.00546259 -0.02238698],"[0.60492134 0.580682   0.645048   0.59164053 0.5334427  0.5065708
 0.54166704 0.58849084 0.5752556  0.59000444 0.6843004  0.7109223 ]",ibrahim
31,"[-4.3994876e+02  1.2852344e+02 -1.8776075e+01  3.6128345e+01
 -4.3653827e+00  2.9121208e+00 -6.7718720e-01 -1.4161661e+00
 -4.2824588e+00 -8.6224276e-01 -1.3233424e+01 -7.1330566e+00
  5.6099491e+00 -1.3620833e+01 -4.9279265e+00 -2.3721619e-01
 -5.0930009e+00 -4.0987663e+00 -2.9557276e+00  3.8291609e-01
  5.0523603e-01 -2.6186976e+00 -1.1431746e+00 -1.2754515e+00
 -3.2214181e+00 -2.9307751e-02 -2.9798263e-01 -5.0883899e+00
  1.5072558e+00  2.7337650e-02 -8.4748402e+00 -7.7900136e-01
 -3.4413397e+00 -2.3966234e+00 -5.2912664e-01 -4.1860313e+00
 -4.7407150e-02 -4.1589513e+00 -3.5775241e-01 -4.2730579e-01]","[24.23645127 14.02680335 15.58576285 17.31559566 18.73611176 23.01117816
 37.01074978]",[ 0.02897264  0.01452049  0.10689492  0.00023435  0.01874823 -0.00589819],"[0.6532661  0.5787523  0.6265488  0.6505151  0.52383107 0.45048577
 0.5166053  0.5702098  0.52092457 0.5047325  0.544703   0.6092855 ]",ibrahim
32,"[-4.7878290e+02  1.2135823e+02 -8.4860744e+00  3.1684780e+01
 -2.6962333e+00  1.0564058e+01  9.1715813e-01  4.9037662e-01
 -1.2416074e+00 -3.5830300e+00 -1.8287594e+01 -5.3767471e+00
  4.1939573e+00 -1.0199975e+01 -5.3015499e+00 -4.9055605e+00
 -3.1455581e+00 -2.3255947e+00 -3.5080719e+00  6.1902606e-01
  3.4084861e+00 -3.0347238e+00 -9.7629356e-01  1.1489301e+00
 -4.8523731e+00  2.5094804e-01  2.1739910e+00 -5.2607670e+00
 -1.9449551e+00 -2.2906451e+00 -6.1473646e+00  7.9232454e-01
 -1.7541435e+00 -5.3725853e+00 -1.6823095e+00 -3.1198070e+00
  1.4452729e-01 -1.7780844e+00 -1.7812115e+00 -5.3861392e-01]","[22.09490343 13.30071624 15.8614009  16.65814637 18.70269623 21.29306491
 37.97328826]",[-0.01154237 -0.02671077  0.03025948  0.00999977  0.00236757 -0.00784766],"[0.74139583 0.6940175  0.6819725  0.6213714  0.52995664 0.5476378
 0.5793674  0.57961553 0.5575727  0.5557011  0.62502426 0.7111734 ]",ibrahim
33,"[-4.67331848e+02  1.18546165e+02 -2.49238944e+00  3.09711170e+01
 -6.07895777e-02  6.97185469e+00  2.35910320e+00  6.37173796e+00
 -8.66383648e+00  1.55846286e+00 -2.42621861e+01 -3.78180718e+00
  7.26727486e+00 -1.54743671e+01 -7.36559725e+00 -2.10418367e+00
 -2.10513663e+00 -2.55675054e+00 -2.07849890e-01 -1.27169728e+00
  4.92271090e+00 -2.99655509e+00 -1.92101717e+00  2.29210734e+00
 -4.33142138e+00 -1.36332378e-01  1.63084042e+00 -5.50579596e+00
 -1.78914964e+00 -2.09701777e+00 -5.76646423e+00 -1.48659840e-01
 -3.39459419e-01 -3.57684040e+00 -1.78515553e+00 -2.96759987e+00
 -1.17475355e+00 -2.19766378e+00 -2.83161759e+00 -4.23614293e-01]","[21.7978556  14.49570601 17.35285267 17.21272138 18.91240506 21.90397288
 37.57012148]",[ 0.03308026  0.01123854  0.05996046 -0.01744897  0.02003224 -0.01134565],"[0.67191    0.68692136 0.6833263  0.5362927  0.47211015 0.44996196
 0.52742887 0.57202303 0.47730428 0.48015898 0.5216989  0.6006008 ]",ibrahim
34,"[-4.82013519e+02  1.32125504e+02 -1.10529995e+01  2.56106167e+01
  1.21521163e+00  4.37073708e+00  4.56524760e-01 -1.16648352e+00
 -2.42218137e+00 -3.88727689e+00 -1.33675585e+01 -7.72741556e+00
  2.32214952e+00 -1.00460186e+01 -2.55386758e+00 -2.44505501e+00
 -5.27382517e+00 -3.66686893e+00 -3.53820920e+00  1.40325105e+00
 -2.38283828e-01 -2.90385842e+00 -7.58623600e-01  1.24341734e-01
 -2.72307205e+00 -3.93372923e-01 -2.27952409e+00 -6.70077610e+00
  4.26459163e-01 -2.56170702e+00 -6.14261627e+00  3.48547554e+00
  6.70010090e-01  1.39325798e-01  4.04738724e-01 -3.09332275e+00
 -6.13036513e-01 -4.75630808e+00 -1.36913443e+00 -1.24555480e+00]","[23.18927732 13.85329767 15.54403271 16.88736278 19.0457033  21.31201094
 37.35110623]","[ 2.52534062e-02 -7.89564537e-03  7.48635830e-02 -3.22940081e-02
  2.73792484e-02  2.05089784e-06]","[0.6418256  0.6281207  0.6298199  0.63521343 0.54323107 0.46143368
 0.5574023  0.65519536 0.61967397 0.54452205 0.52759427 0.63690436]",ibrahim
35,"[-4.6257593e+02  1.2363971e+02 -1.3295495e+01  3.3346794e+01
 -2.1051054e+00  1.0928925e+01  2.2216535e+00  4.4361382e+00
 -4.3086414e+00 -5.5748382e+00 -1.1794755e+01 -4.3086934e+00
  9.5415659e+00 -1.5774707e+01 -2.4256899e+00  3.1627374e+00
 -4.7030206e+00  3.7600744e-01 -1.7861146e+00  1.6156590e+00
  3.5642031e-01 -5.3640289e+00  1.4923830e-01  9.5952094e-01
 -4.2841377e+00  3.3218412e+00  1.1958243e+00 -6.6880007e+00
  4.0706854e+00 -1.5338632e+00 -5.4269476e+00  4.3251867e+00
 -3.4596782e+00  6.8084842e-01 -1.6111453e+00 -3.0555267e+00
  2.3657753e+00 -4.6995149e+00  1.4989985e+00 -2.0184979e+00]","[22.36556599 13.92364521 16.61188596 16.44409261 18.26051765 21.88239807
 39.64570578]",[ 0.01894004  0.05390848  0.07966425  0.01312885  0.0128729  -0.02124504],"[0.7332994  0.7590417  0.7174989  0.6209567  0.51819974 0.483607
 0.53753585 0.62027854 0.5536537  0.49335057 0.5238982  0.5971371 ]",ibrahim
36,"[-4.7197403e+02  1.1955815e+02 -1.0456802e+01  2.6637280e+01
 -3.7514660e+00  8.2393732e+00 -4.9764976e-01  3.5262611e+00
 -8.1675196e+00  9.1507568e+00 -1.4474138e+01 -4.3703408e+00
  2.9452844e+00 -1.3574621e+01 -3.2777429e+00 -2.2376635e+00
 -5.0103254e+00 -2.6669769e+00 -9.3148917e-01 -5.5406082e-01
  5.5105309e+00 -4.8082194e+00 -3.7874229e+00  2.2040923e+00
 -1.9752029e+00 -2.4509511e+00 -5.6456186e-02 -3.0798926e+00
 -1.9694854e-02 -7.9095733e-01 -4.2658372e+00  1.0059260e-01
  4.8960680e-01 -3.0520694e+00 -2.1565490e+00 -2.5000310e+00
 -1.0933144e+00 -1.0202816e+00 -2.5974579e+00 -3.5259858e-01]","[23.30270476 13.1547849  15.16290512 16.01230411 18.89945087 21.72569887
 39.08428118]",[ 0.02490069 -0.01523672  0.04692278 -0.01094068  0.01229565  0.00804234],"[0.64900315 0.6597451  0.65571654 0.6411936  0.567004   0.5398207
 0.6129991  0.68391776 0.6258735  0.591045   0.64091396 0.6766674 ]",ibrahim
37,"[-4.8871860e+02  1.2777620e+02 -1.1251163e+01  2.9112970e+01
 -6.4604220e+00  1.1466364e+01  3.9399278e+00  9.5878208e-01
  1.0579846e+00  2.1270975e-01 -1.6986135e+01 -4.7528787e+00
  3.2571273e+00 -1.6442230e+01 -5.2447758e+00 -6.5642900e+00
 -3.4379032e+00 -1.8050985e-01 -3.1672246e+00  1.8963258e+00
  5.2437453e+00 -1.3689684e+00 -4.3354917e+00 -1.3463262e+00
 -5.0246744e+00 -1.8042232e+00  4.5923540e-01 -3.9706948e+00
  6.0375386e-01  1.4598730e-01 -6.1760983e+00  9.9920642e-01
 -2.4036107e+00 -4.9595203e+00 -3.6863148e-01 -3.4917891e+00
 -4.7926392e-04 -2.2002096e+00 -1.2883128e+00  1.1010914e-01]","[21.92255396 14.65497096 16.55740758 16.75218483 18.55581533 21.84839624
 38.68437977]",[ 0.0362039  -0.02154474  0.03780386 -0.10973017  0.01286617  0.00794917],"[0.6672657  0.62903607 0.6601844  0.5821996  0.49025366 0.5242977
 0.62759656 0.58594096 0.49027961 0.45331934 0.53610444 0.6059467 ]",ibrahim
38,"[-4.66740570e+02  9.93660660e+01 -2.24551773e+01  3.60651169e+01
 -2.44895220e+00  1.03372955e+01 -4.12322474e+00 -6.14306545e+00
  1.92495453e+00 -3.32122135e+00 -1.86090839e+00 -3.50895000e+00
 -3.07551026e+00 -1.03954115e+01  2.43135571e+00  4.91640854e+00
 -9.80934811e+00 -4.87790346e+00  1.52181342e-01 -5.32999182e+00
 -3.44787419e-01  2.14426088e+00 -5.93977785e+00 -1.35738039e+00
  3.30258179e+00 -5.12520409e+00 -1.55069196e+00  2.41724014e+00
 -2.48684382e+00 -2.62483168e+00 -1.85191154e+00  7.41831213e-02
 -2.95497847e+00 -2.40584970e+00 -8.58018637e-01 -3.83725071e+00
 -5.19896269e-01 -1.18491149e+00 -2.62461424e+00  8.53848457e-03]","[22.73265984 14.28909701 15.36472892 15.22867134 19.88415626 24.0576971
 36.13753611]",[-0.0063142  -0.01540406  0.04608832 -0.07685036  0.02240795 -0.01401702],"[0.4750103  0.5164212  0.59059143 0.58014685 0.5474434  0.5216595
 0.5014512  0.45344475 0.4266929  0.482944   0.5534201  0.5182976 ]",ibrahim
39,"[-4.31728424e+02  1.10948204e+02 -5.66257048e+00  2.98935165e+01
  1.02341735e+00  1.48336773e+01 -8.11432076e+00  5.66213846e+00
 -5.69256020e+00  7.23023033e+00 -1.17326984e+01 -6.48316336e+00
 -1.65873182e+00 -1.29105492e+01 -1.52495551e+00 -5.28414631e+00
 -9.85042000e+00 -3.03892398e+00  1.35854602e-01 -6.52327442e+00
  1.12213814e+00  2.26204470e-01 -1.12772334e+00 -1.74268693e-01
 -1.52934468e+00 -5.20731544e+00 -3.01824510e-01  1.04683328e+00
 -4.38488770e+00 -7.72033751e-01  4.43034649e-01 -3.98704314e+00
  1.66688764e+00  3.61875892e-01 -3.38360810e+00  1.28671956e+00
 -6.42036378e-01 -3.44697523e+00 -3.11638594e+00 -3.69493175e+00]","[22.26672656 15.77817086 15.52248027 15.91628819 18.79181856 21.17147351
 39.82669039]",[-0.02824301 -0.0058955   0.05967067  0.05015933 -0.00794162  0.00817954],"[0.50684434 0.5467949  0.6211244  0.610974   0.5538308  0.5395459
 0.5117259  0.5653668  0.6265122  0.655565   0.6671705  0.58473194]",ibrahim
40,"[-4.76099091e+02  1.08388885e+02 -4.47645187e+00  3.15924988e+01
 -3.28988385e+00  1.83422298e+01 -9.13332844e+00  5.58724213e+00
 -3.87656403e+00  5.90423250e+00 -1.29739552e+01 -3.54559278e+00
  1.95553327e+00 -1.07894211e+01 -3.13092947e+00 -2.25351024e+00
 -5.41948462e+00 -5.89011288e+00 -2.75833201e+00 -5.40896749e+00
  2.38090801e+00 -2.87598300e+00  7.81511128e-01  1.79709017e+00
 -2.46926975e+00 -1.99811316e+00  6.63379252e-01 -3.59137869e+00
 -2.80652285e+00  4.32143092e-01 -3.13625717e+00 -9.21506226e-01
 -7.28305757e-01 -2.69688988e+00 -2.63349342e+00 -3.23599386e+00
 -2.08900595e+00 -2.98417640e+00 -3.26681471e+00 -1.08128154e+00]","[22.93797729 15.59243713 16.19190913 14.58956646 18.0373275  20.32823608
 39.34742332]",[-0.04348867  0.01559227  0.06027654  0.06369852 -0.00781817  0.00274451],"[0.6202118  0.60738516 0.6198056  0.6860708  0.6074814  0.48117542
 0.47803158 0.5274048  0.5999429  0.6344019  0.651987   0.6149178 ]",ibrahim
41,"[-4.5247589e+02  1.1733557e+02 -1.6689951e+01  3.1316021e+01
 -1.9595280e+00  1.8503254e+01 -9.7956486e+00  1.1098957e+00
  1.6109684e+00  2.0114836e-01 -8.5465059e+00 -6.1171184e+00
  2.1929681e+00 -1.1488560e+01 -2.1664739e+00 -3.7688205e+00
 -6.2948670e+00 -4.2741661e+00 -4.9671741e+00 -2.3421254e+00
  2.0108981e+00 -1.2432656e+00  2.5576758e+00  1.6669613e+00
 -5.4105029e+00 -1.2610058e+00 -1.0532997e+00 -4.1116867e+00
 -9.6695375e-01 -1.5697823e+00 -4.5978079e+00  2.1443393e+00
 -5.6238616e-01 -2.2666333e+00 -1.0025175e-01 -3.5446007e+00
 -1.7674698e+00 -4.7432508e+00 -2.4918365e+00 -1.8297558e+00]","[22.49524582 14.24460046 15.77822664 15.24572889 19.37803995 20.92920496
 38.17773908]","[-2.67057211e-02  1.29414934e-02  5.28229585e-02  8.81293164e-02
 -1.58733062e-02  6.98165124e-05]","[0.6192178  0.6296249  0.6697533  0.70505023 0.61441255 0.50088733
 0.49350435 0.5069995  0.56119114 0.54341125 0.5315929  0.5894519 ]",ibrahim
42,"[-4.6669907e+02  1.2499612e+02 -2.1747192e+01  3.4228016e+01
 -6.6363654e+00  8.5686474e+00 -4.3205312e-01 -7.8180289e+00
  9.6424460e-01  2.5337467e+00 -1.0581843e+01  2.1635957e+00
 -2.9442413e+00 -1.1126740e+01 -4.2500192e-01 -6.6373706e+00
 -2.9342673e+00 -6.3180370e+00 -3.8793733e+00 -1.7335147e-01
  2.4808815e-01 -3.1659653e+00 -3.3376145e-01  9.5698774e-01
 -7.9042234e+00  1.5139869e-01  2.1080401e+00 -4.4332075e+00
  3.3244359e+00  1.4441319e+00 -3.3830235e+00  2.0370188e+00
 -1.3767967e+00 -2.7279158e+00 -2.6196733e+00 -4.3640471e+00
 -1.5680636e+00 -4.7328296e+00 -3.3435302e+00 -5.6537139e-01]","[22.0734304  15.74024223 15.89941303 14.74304048 19.17971513 24.25485714
 37.12628764]",[-0.01062052 -0.03651885 -0.05205795 -0.08685629  0.01191775  0.03145494],"[0.6570516  0.5962793  0.5348567  0.54493225 0.47528386 0.52269506
 0.5260858  0.47620392 0.4849036  0.4895816  0.5034537  0.5481153 ]",ibrahim
43,"[-4.24568939e+02  1.37579056e+02 -2.87632408e+01  2.73168850e+01
 -3.58539486e+00  8.78969383e+00 -1.77737122e+01 -2.15184474e+00
 -6.36415672e+00  5.77931690e+00 -8.02219689e-01 -4.16982603e+00
  3.50839424e+00 -1.26820421e+01 -2.20134044e+00 -2.05478287e+00
 -5.56793118e+00 -3.88212037e+00 -4.32185984e+00 -1.97356880e-01
 -3.82479914e-02 -5.61164570e+00  8.22072744e-01  1.91215479e+00
 -3.65418005e+00  1.03430653e+00  6.92073464e-01 -4.89030027e+00
 -4.84613419e-01 -8.67481053e-01 -7.47009516e+00  2.49544889e-01
 -2.57082880e-01 -4.27505827e+00  1.03637755e-01 -4.59710121e+00
 -1.47667778e+00 -3.64145279e+00 -3.47179294e+00 -7.70694494e-01]","[22.13176548 14.66904179 15.34629879 15.59301198 19.73434387 21.05655462
 38.8053028 ]",[ 0.01742146  0.04053145  0.11890474  0.00071257 -0.00237738 -0.01759145],"[0.5510344  0.6827377  0.75966865 0.6538213  0.53079516 0.5542351
 0.62397385 0.6117322  0.50382704 0.48105878 0.5019543  0.5451499 ]",ibrahim
