,mfcc,contrast,tonnetz,chroma,class
299,"[-325.65118      95.354454    -26.726925     40.695316     -5.6328564
   13.787274     -3.6013808     4.726759    -16.525679     -0.35375214
  -13.675341     -3.7626793    -3.7515957    -6.442502      1.0215584
  -10.335194     -7.913188     -8.173182     -2.8794801   -11.618763
   -9.279558     -5.6336255    -7.867685     -7.20776      -2.1796877
  -11.200781     -1.8319895    -6.737903     -7.2236857    -1.1032329
   -7.823106     -2.6875317    -4.8201623    -1.9628764    -6.1805425
   -6.201669     -3.5987298    -2.6053524    -7.1882977    -2.4752433 ]","[25.95613965 15.66052205 16.76477712 15.23387513 17.7001178  21.67796353
 41.22475151]",[-0.00291195  0.02199266  0.11926576  0.10568706 -0.00372454 -0.03545029],"[0.48562914 0.53137594 0.64282465 0.6090569  0.5449408  0.5539085
 0.5931626  0.6981908  0.71221626 0.5937203  0.5749386  0.53667104]",ahmedk
300,"[-3.2179999e+02  8.4572067e+01 -3.0301712e+01  4.0918312e+01
 -1.7903873e+01  1.5234030e+01 -1.9102523e+00  5.5043678e+00
 -1.3445154e+01  5.9920764e+00 -1.1053139e+01 -1.6087476e+00
 -4.6045837e+00 -1.7632049e+00  1.6806346e+00 -1.0507345e+01
 -6.3097296e+00 -8.8796444e+00 -1.5040483e+00 -1.1803775e+01
 -6.4312563e+00 -3.4125354e+00 -7.7118268e+00 -7.5022478e+00
 -1.2905308e+00 -1.0857930e+01 -2.0231980e-01 -5.6201873e+00
 -9.0264311e+00 -3.3130615e+00 -6.4396477e+00 -2.5167997e+00
 -8.4918470e+00 -3.8241503e+00 -5.1381259e+00 -6.1861277e+00
 -4.9892926e+00 -2.1373920e+00 -6.8643947e+00 -4.1924825e+00]","[25.90322315 13.66701037 16.23875718 14.87192789 18.02328914 22.14269883
 40.58229878]",[ 0.0457897   0.04983243  0.14292576  0.08443065  0.01942143 -0.03384035],"[0.48457137 0.49952707 0.6395268  0.6399082  0.60217386 0.5701572
 0.53842425 0.5906351  0.6524033  0.6352604  0.6047988  0.56479406]",ahmedk
301,"[-3.6995041e+02  8.9099083e+01 -2.1266861e+01  2.9370529e+01
 -1.6375832e+01  1.0309401e+01 -3.9006151e-02  1.0427625e+01
 -1.0705020e+01  4.0346389e+00 -9.7066746e+00 -3.4823112e+00
 -4.1430573e+00 -4.7104149e+00  5.2967840e-01 -9.9914789e+00
 -6.0871372e+00 -6.5362616e+00 -1.6957583e+00 -1.0981560e+01
 -6.9778342e+00 -4.7508864e+00 -7.3302050e+00 -8.5041704e+00
 -3.5798244e+00 -9.0547352e+00 -4.3861036e+00 -5.3530836e+00
 -6.9289417e+00 -4.5931926e+00 -5.7311406e+00 -3.8711469e+00
 -8.6170721e+00 -3.2129211e+00 -5.7574272e+00 -7.1675892e+00
 -5.5592318e+00 -3.3130100e+00 -5.9893951e+00 -3.7106297e+00]","[26.28574195 14.17507738 15.79726507 16.00502805 17.1600683  20.13790011
 41.19468321]",[ 0.01229853  0.0299309   0.03387157  0.08014679  0.00839481 -0.02060099],"[0.5603077  0.5279975  0.5629498  0.5994197  0.59841335 0.5908712
 0.54939526 0.5828152  0.69104224 0.74227333 0.6770636  0.6327288 ]",ahmedk
302,"[-3.4864883e+02  8.9223091e+01 -1.9100574e+01  3.5853092e+01
 -7.2260103e+00  1.0681694e+01 -2.4494400e+00  5.4298244e+00
 -1.3758807e+01  2.6128671e-01 -1.3230742e+01 -5.0252328e+00
 -4.7134628e+00 -4.3563771e+00  8.4085274e-01 -1.0643214e+01
 -7.4113317e+00 -7.3277693e+00 -4.2029891e+00 -1.0388866e+01
 -7.0728230e+00 -5.1396165e+00 -6.5671296e+00 -8.0057049e+00
 -3.6640751e+00 -1.1126962e+01 -4.5170712e+00 -5.7590804e+00
 -7.1794906e+00 -4.4602971e+00 -7.9325881e+00 -4.7572579e+00
 -7.0132618e+00 -3.3237474e+00 -5.6991763e+00 -5.4126744e+00
 -4.0838385e+00 -2.9719653e+00 -6.2662625e+00 -2.9715731e+00]","[26.86379491 14.71830282 16.48266915 15.8544137  16.9118183  20.64613181
 41.63896145]",[ 0.02553204  0.03723555  0.06952349  0.09439519  0.00846017 -0.01335739],"[0.55069494 0.5589117  0.6123827  0.6228278  0.6256088  0.5951453
 0.599984   0.6597021  0.7098335  0.6794678  0.6541768  0.6434343 ]",ahmedk
303,"[-328.17477     94.76612    -24.638067    39.395813   -10.749729
   11.007997    -6.280849     6.556579   -16.809206    -0.7689632
  -12.83656     -6.0862727   -4.2013497   -5.825569     0.779747
  -10.976747    -6.2005873   -6.4433794   -4.196132   -10.781576
   -6.3799524   -5.85527     -8.448151    -7.0712585   -1.4825066
   -8.723853    -3.961507    -6.4547772   -5.60644     -3.3006833
   -7.2761054   -3.6534917   -7.127332    -2.2843375   -5.542632
   -7.4095106   -5.2221823   -2.8118033   -7.126004    -3.3658628]","[26.11341657 13.97707471 16.05168643 14.36117659 15.83232856 20.39441315
 41.14457456]",[ 0.03922558  0.04546644  0.09666462  0.09207702  0.01240043 -0.0191094 ],"[0.5543356  0.52727777 0.63306814 0.67152923 0.6268322  0.60666907
 0.5883834  0.61932606 0.68466973 0.6774978  0.6378424  0.63574183]",ahmedk
304,"[-3.2971799e+02  7.9371231e+01 -2.2541430e+01  4.3495674e+01
 -1.2870349e+01  2.7413733e+01  3.8697271e+00  8.7430696e+00
 -1.4019960e+01 -2.4503679e+00 -7.1005087e+00  1.2216247e+00
  2.4343400e+00 -5.7035494e+00 -4.2606478e+00 -1.0012716e+01
 -9.5275812e+00 -9.7421370e+00 -6.0624275e+00 -1.1199384e+01
 -1.6608034e+00 -4.4901052e+00 -1.3334936e+01 -6.6852207e+00
 -9.8699373e-01 -1.3524874e+01 -3.3882141e-02 -5.1915207e+00
 -7.0233240e+00  9.0524220e-01 -8.1952934e+00 -6.4813571e+00
 -7.8500509e+00 -3.1268754e+00 -3.5160565e+00 -2.1943662e+00
 -4.5842752e+00 -4.5846200e+00 -3.8344395e+00 -3.5645301e+00]","[24.50182147 15.78667677 15.63043301 15.36943949 19.14906437 22.18722238
 39.70847089]",[-0.02720561  0.00029022 -0.01582022  0.05617821  0.00234813 -0.01825089],"[0.48555148 0.580911   0.5808923  0.6156032  0.59383893 0.5388274
 0.5315194  0.53760356 0.597651   0.63944525 0.59186596 0.47369874]",ahmedk
305,"[-3.88244965e+02  1.18389420e+02 -7.83205605e+00  2.35396309e+01
 -7.45904398e+00  4.37325859e+00  5.52304983e+00 -1.02569357e-01
 -1.37757072e+01 -5.28233194e+00 -9.95666504e+00 -4.61497641e+00
 -1.05215883e+01 -1.03514805e+01 -1.73046660e+00 -9.13745689e+00
 -5.46663618e+00 -9.55630016e+00 -7.17024612e+00 -9.56111240e+00
 -9.67556858e+00 -6.25344944e+00 -8.44318771e+00 -8.29775047e+00
 -5.76549435e+00 -9.00950336e+00 -6.30758095e+00 -3.83626199e+00
 -7.09169626e+00 -3.85785079e+00 -2.85781217e+00 -6.02447844e+00
 -4.07351255e+00 -3.71954346e+00 -6.02862406e+00 -5.61348009e+00
 -3.80566216e+00 -7.75164485e-01 -5.64721346e+00 -1.67963958e+00]","[27.28863745 12.84648241 15.43156461 14.91447257 16.01785057 19.29545924
 39.68937171]",[-0.00336985 -0.04298938 -0.004607   -0.00828187  0.01179401  0.01156202],"[0.6135355  0.59070414 0.6036307  0.6528731  0.70146483 0.7237246
 0.7028279  0.6329655  0.6352778  0.6582687  0.64021444 0.61043954]",ahmedk
306,"[-3.60803467e+02  1.15236694e+02 -1.99424324e+01  2.16640587e+01
 -6.72132397e+00  2.49948239e+00 -2.00682446e-01 -1.28449953e+00
 -1.34090729e+01 -7.83316344e-02 -1.26971340e+01 -1.74085832e+00
 -6.99294567e+00 -7.89190292e+00  6.58378959e-01 -7.67551708e+00
 -3.75483561e+00 -8.22157097e+00 -7.72929668e+00 -1.07171841e+01
 -7.26803684e+00 -7.58138561e+00 -7.14057016e+00 -6.73711300e+00
 -3.02769327e+00 -8.81907845e+00 -5.11130428e+00 -3.43119574e+00
 -7.66576862e+00 -1.49541214e-01 -2.09245157e+00 -5.09374905e+00
 -3.96767807e+00 -3.14611268e+00 -5.18145895e+00 -5.36195087e+00
 -4.23409176e+00 -1.79184151e+00 -6.65776968e+00 -2.66987038e+00]","[26.03997325 14.03163224 16.30250921 16.16245824 16.57782791 20.68680996
 40.32656896]",[ 0.02453862  0.02220964  0.01712714  0.02543877 -0.00426475 -0.01337351],"[0.5645963  0.5620784  0.5414501  0.5374187  0.59138554 0.61723334
 0.60383135 0.5664687  0.5984491  0.65928555 0.66426    0.63420117]",ahmedk
307,"[-3.76761810e+02  1.22558632e+02 -9.90660477e+00  2.51554432e+01
 -1.03233385e+01  3.02939582e+00  6.20203733e+00  1.41019499e+00
 -1.37025671e+01 -3.68384719e+00 -1.12871380e+01 -2.32338619e+00
 -7.10378075e+00 -8.67153358e+00 -3.57300073e-01 -9.36340809e+00
 -4.42214060e+00 -9.01094437e+00 -8.71475887e+00 -9.87463951e+00
 -8.66835785e+00 -6.56390667e+00 -7.62486029e+00 -7.22534466e+00
 -4.56058168e+00 -9.32137394e+00 -5.23124313e+00 -3.01040769e+00
 -7.67548037e+00 -3.32686996e+00 -2.18200946e+00 -5.47691917e+00
 -5.05154324e+00 -2.74991655e+00 -6.48116827e+00 -6.07215309e+00
 -4.06378937e+00 -3.17202473e+00 -4.86339045e+00 -2.58573985e+00]","[27.48084699 14.00641727 15.95207598 15.97634041 16.27144327 19.19235836
 39.42224066]",[ 0.02072267  0.02737948  0.02860498  0.0034903   0.02107593 -0.01365707],"[0.6438581  0.60047996 0.56107914 0.5692436  0.61210334 0.6352458
 0.63932663 0.57823557 0.6040612  0.6433225  0.63952523 0.6047644 ]",ahmedk
308,"[-381.6967     119.25459    -11.373565    25.513184    -9.533721
    1.3275485    6.0292845    0.8450411  -15.866794    -4.6640134
  -10.556122    -3.0534837   -7.8679323  -10.327972    -2.906977
  -10.311276    -4.839921    -9.193857    -8.897103    -9.583364
   -7.3589377   -6.98831     -7.190658    -6.382253    -4.8634434
   -8.48883     -5.692008    -4.4689994   -8.263587    -2.393241
   -2.9304562   -5.5476084   -3.596412    -3.0529492   -5.9181323
   -4.7337723   -1.9190185   -1.1447287   -5.189663    -1.6034425]","[27.05821604 13.08777723 15.33959067 15.83359265 15.90288571 19.36754173
 39.76214656]",[ 0.01653674 -0.02713751  0.0095268   0.02111496  0.01709511 -0.01033061],"[0.59078354 0.6129647  0.59144855 0.60739034 0.65725076 0.683302
 0.7128831  0.6137603  0.57123846 0.59486985 0.63698965 0.6143401 ]",ahmedk
309,"[-406.1829      120.974014     -8.86124      23.896723    -11.195907
    5.612291     -1.0963331     1.8451041   -16.304829     -0.82985085
   -8.755838     -3.3949885    -7.235166    -11.083236     -3.105681
   -9.52174      -5.475209     -9.178926     -6.1144238   -10.720955
   -6.380171     -6.9893293    -7.6274295    -6.175824     -4.21322
   -7.300379     -5.4501896    -2.686536     -7.964923     -3.262916
   -2.933525     -6.9630604    -3.9026608    -2.7420309    -5.9140882
   -5.075566     -2.5322177    -1.565804     -6.0119863    -0.639162  ]","[26.72038325 12.93346238 14.62886249 15.0521692  15.87391536 18.34234801
 39.91392819]",[ 0.0239759   0.0244392   0.04704302 -0.00810508  0.0125299  -0.01021244],"[0.5933383  0.5609442  0.56916684 0.5855366  0.6008556  0.65670204
 0.7310815  0.69481045 0.6140761  0.636789   0.6234112  0.59796864]",ahmedk
310,"[-3.9528647e+02  1.2230322e+02 -1.2205296e+01  2.8388369e+01
 -8.6501760e+00  6.0879698e+00  5.3761411e+00  3.5306790e+00
 -1.4851561e+01  8.8536263e-02 -6.7746992e+00 -2.9897614e+00
 -1.1267207e+01 -1.0247925e+01 -2.1638730e+00 -8.3395634e+00
 -3.9264762e+00 -9.7712536e+00 -5.1702390e+00 -1.0845080e+01
 -7.4492388e+00 -6.5358739e+00 -8.5356483e+00 -5.8747187e+00
 -4.1606236e+00 -8.7971363e+00 -5.1369338e+00 -2.4686902e+00
 -8.0199146e+00 -2.9412231e+00 -2.3952405e+00 -6.8534222e+00
 -4.4722781e+00 -3.2029703e+00 -5.7704358e+00 -5.4794459e+00
 -2.7693896e+00 -2.7296063e-01 -5.9860396e+00 -2.1024971e+00]","[25.98967801 14.38695067 15.33616709 15.00703822 16.61328183 19.48345103
 39.18769953]",[ 0.03603767  0.02524277  0.04126968 -0.00756879  0.02035679 -0.00560543],"[0.533937   0.5576798  0.54670864 0.5785102  0.67039    0.7426233
 0.71160793 0.6590464  0.6170777  0.5709339  0.55772686 0.55327314]",ahmedk
311,"[-3.86591553e+02  1.19893745e+02 -1.42571306e+01  3.05799541e+01
 -8.79975986e+00  7.81557894e+00  3.73742056e+00  2.32890391e+00
 -1.42148743e+01 -3.53966212e+00 -8.77215385e+00 -5.55950701e-01
 -9.97963715e+00 -1.11078672e+01 -1.18616186e-01 -8.04899788e+00
 -6.20276499e+00 -1.07397346e+01 -5.78654194e+00 -1.19996214e+01
 -7.94608355e+00 -5.82241297e+00 -9.59082127e+00 -7.02335835e+00
 -3.57840204e+00 -8.23944378e+00 -5.64378119e+00 -2.61516094e+00
 -6.30723476e+00 -2.31207323e+00 -1.94370174e+00 -4.85814333e+00
 -3.05446696e+00 -2.36010003e+00 -5.66793108e+00 -4.42045498e+00
 -2.93242311e+00 -2.49404192e+00 -5.55439329e+00 -6.69341743e-01]","[24.99123118 13.43759463 15.22048174 14.65165086 15.60699511 19.76491716
 38.74347649]",[ 0.01291217 -0.0561901  -0.01347809  0.02067842  0.01604649  0.00365774],"[0.5888027  0.57584715 0.5372732  0.5817397  0.65040714 0.69654024
 0.670749   0.5612402  0.53473336 0.6105321  0.6350885  0.6083123 ]",ahmedk
312,"[-3.8800772e+02  1.2235960e+02 -1.1137541e+01  2.4311361e+01
 -7.2725329e+00  4.1002393e+00  1.2965931e+00 -2.3977159e-02
 -1.1891201e+01 -2.5124648e+00 -9.2803650e+00 -4.1503305e+00
 -1.0262704e+01 -1.1083623e+01 -2.3136053e+00 -9.6217718e+00
 -5.0117097e+00 -8.8435850e+00 -5.7958889e+00 -1.0406254e+01
 -7.5700159e+00 -4.6549406e+00 -7.9611878e+00 -5.8664498e+00
 -6.1252837e+00 -9.2388391e+00 -7.1998825e+00 -5.5700498e+00
 -8.0653191e+00 -3.5631957e+00 -2.7798078e+00 -4.8712149e+00
 -1.3741364e+00 -2.4949698e+00 -4.8480377e+00 -5.9292126e+00
 -3.7251692e+00 -8.9142114e-01 -5.8373008e+00 -1.2044698e+00]","[26.83600587 12.07466822 15.396372   15.1018876  15.66152934 19.04661716
 39.6990195 ]",[-0.00227578  0.02449885  0.0044937   0.00694788  0.02079566 -0.00181208],"[0.54488677 0.5555607  0.54320616 0.61769575 0.69367665 0.72331274
 0.7224258  0.644803   0.62196666 0.66421866 0.64487916 0.5777991 ]",ahmedk
313,"[-383.34464    120.77798    -12.149414    23.02675     -8.199822
    5.4476447    1.7474144    2.0192726  -12.847983    -4.571734
   -7.007142    -2.551682   -10.661862   -11.838149    -3.209579
   -8.926154    -6.400204   -10.670546    -5.5414915  -10.259376
   -9.199274    -6.9537916   -8.490562    -7.722163    -5.8424716
   -9.232604    -7.463482    -3.5367544   -6.4407444   -2.8498914
   -2.763072    -4.664455    -3.9220624   -3.6047034   -5.275933
   -5.948349    -2.3865266   -1.0950433   -5.088148    -0.9074876]","[27.13530467 14.06902949 14.75254724 15.28256407 15.7687364  18.57054718
 39.39854493]",[ 0.00010572 -0.0572734   0.00886371 -0.00968555  0.01217894 -0.00171047],"[0.6281797  0.63794017 0.61913633 0.64487296 0.7031378  0.73301566
 0.75905603 0.66469765 0.60735995 0.6208125  0.6658694  0.6265365 ]",ahmedk
314,"[-3.7219888e+02  1.0910615e+02 -2.0301493e+01  1.6507446e+01
 -9.7929668e+00  7.1565765e-01 -6.2607918e+00 -2.3144393e+00
 -1.1424300e+01  3.3210542e+00 -9.5773211e+00 -1.8837199e+00
 -6.3878360e+00 -6.0127044e+00  3.1975515e+00 -7.1192250e+00
 -4.3132992e+00 -8.0750828e+00 -6.7500744e+00 -6.4139833e+00
 -6.1799827e+00 -8.8960962e+00 -6.5382071e+00 -8.0180807e+00
 -6.9252915e+00 -7.9397144e+00 -3.4787092e+00 -3.8455930e+00
 -4.3381391e+00 -1.0676703e-01 -4.6668043e+00 -3.6063712e+00
 -3.5056651e+00 -3.2327764e+00 -2.9767470e+00 -4.9893785e+00
 -5.5151033e+00 -3.5866046e+00 -4.7881632e+00 -2.3197005e+00]","[26.25523829 12.58289459 15.50919081 16.49496775 16.29776922 18.55683689
 39.78016233]",[ 0.01841571 -0.02128988  0.05764014  0.02464648  0.01643803 -0.00617581],"[0.5914035  0.52902484 0.52421355 0.5403335  0.575712   0.60246366
 0.6318943  0.6135127  0.5581224  0.5722599  0.6357477  0.6706625 ]",ahmedk
315,"[-3.6656955e+02  1.1305156e+02 -1.4243629e+01  2.3504269e+01
  1.2730436e+00 -3.2237712e-01  6.7428808e+00  1.6679457e+00
 -1.2292732e+01 -4.3273764e+00 -1.5569283e+01 -2.2643969e+00
 -9.4389257e+00 -1.2089896e+01  1.5428680e-01 -1.0105099e+01
 -5.8034821e+00 -6.8455286e+00 -7.1238008e+00 -9.9021769e+00
 -8.6831169e+00 -6.5261292e+00 -5.5351954e+00 -8.5179520e+00
 -4.8736629e+00 -4.6632137e+00 -7.4042411e+00 -5.4971542e+00
 -4.8091073e+00 -2.3243501e+00 -5.1048369e+00 -3.7488773e+00
 -2.6874292e+00 -2.4096160e+00 -2.5020719e+00 -4.5393085e+00
 -3.8988428e+00 -1.9539278e+00 -3.8961835e+00 -3.5262206e+00]","[27.52534634 15.77982276 16.57623247 16.32418486 17.33324303 20.65598496
 39.9799839 ]",[ 0.04449934 -0.01466276  0.05798531  0.2008207   0.00993183 -0.05488593],"[0.51111716 0.46644711 0.5432901  0.5665703  0.5911902  0.5412739
 0.5136493  0.6403674  0.6905313  0.613839   0.5733212  0.5745716 ]",ahmedk
316,"[-3.8695749e+02  1.2006459e+02 -1.2114495e+01  2.9883162e+01
  5.5302668e-01  1.2566638e+00  7.2504191e+00  2.3381712e+00
 -1.1095265e+01 -5.4325247e+00 -1.4954718e+01 -2.6227692e-01
 -1.1154980e+01 -1.0819307e+01  9.5835954e-01 -1.0499522e+01
 -6.1521220e+00 -7.1485090e+00 -5.4200277e+00 -1.1042749e+01
 -9.6628685e+00 -5.4268770e+00 -5.0359502e+00 -7.9509850e+00
 -3.5277803e+00 -6.8689990e+00 -7.0094481e+00 -5.8242507e+00
 -4.8405995e+00 -1.3403944e+00 -6.2787380e+00 -2.6025116e+00
 -4.2498164e+00 -3.2875726e+00 -3.5621059e+00 -6.4869027e+00
 -5.2130728e+00 -2.0472279e+00 -4.5062337e+00 -3.9685884e+00]","[26.59255615 15.77603036 16.07534874 16.38971068 17.41646678 20.55913202
 39.46396959]",[-0.05874985 -0.04167159  0.10270725  0.14813751 -0.00172782 -0.01825667],"[0.5506791  0.49008718 0.51548547 0.5947386  0.62359554 0.53078574
 0.49255526 0.5617843  0.63780177 0.6686945  0.6427987  0.61303586]",ahmedk
317,"[-382.0186      116.23436     -11.979155     31.23832       3.9536827
    1.9413319     6.9567876     3.7609384   -13.542949     -3.4590542
  -15.610575     -0.83137536   -8.542618    -11.665154      0.68546504
   -9.733805     -6.7672925    -6.871625     -5.765153     -9.684811
   -8.145192     -5.5826235    -3.7662418    -9.951488     -5.5136323
   -6.675942     -6.5037036    -7.3089375    -6.724893     -1.7360146
   -6.0339203    -3.2263606    -4.5504184    -1.8751765    -3.4016335
   -4.926804     -5.1338897    -2.3013554    -2.7941852    -2.1116364 ]","[27.04465887 15.37215667 16.50546546 16.14821117 16.93672083 21.08635984
 40.07517721]",[-0.04287354 -0.037471    0.10315124  0.21977026 -0.00372293 -0.02901625],"[0.5458782  0.501662   0.5320092  0.6310957  0.6589064  0.5768327
 0.55537754 0.6014642  0.69435626 0.6997488  0.6161293  0.5952514 ]",ahmedk
318,"[-389.5671      118.64397     -10.580143     28.570175      0.8513942
    2.1700218     4.5397573     3.189323    -10.229706     -4.8748875
  -16.36534      -2.0485518    -7.662165    -11.068177      0.41552484
   -9.1872635    -6.1271615    -7.3589067    -6.125832     -9.867761
   -8.995667     -5.90643      -4.9104524    -9.99381      -6.31736
   -7.1917324    -7.822615     -6.559874     -4.846618     -0.7106941
   -6.3411226    -2.474622     -4.4454536    -4.324063     -2.9786901
   -6.190208     -3.8559022    -2.3283255    -3.7407386    -3.0222368 ]","[27.48736826 16.26130983 17.45078655 16.78288043 17.87293063 20.25621084
 39.75305821]",[ 0.03271885 -0.03342935  0.10384414  0.20955664  0.0088796  -0.03682839],"[0.5677614  0.48380488 0.52300906 0.5742468  0.60887885 0.5543776
 0.5378233  0.5881617  0.6786625  0.652241   0.6461769  0.6302323 ]",ahmedk
319,"[-384.065       117.88009     -15.509345     31.471163      0.66780615
    2.9533389     5.314854      2.7394924   -14.298851     -5.107654
  -14.95238      -1.2200078   -10.24336     -13.585149     -0.6013708
   -9.645753     -5.7206554   -10.808013     -7.5383005    -9.494203
   -7.839912     -5.842607     -3.9344623    -9.982496     -7.695097
   -4.0665154    -7.27774      -6.2235274    -4.24588      -0.501559
   -5.1578474    -3.5304735    -4.446207     -3.4431336    -1.5091844
   -6.955702     -4.7711225    -1.4795439    -4.6714835    -1.14615   ]","[27.01746068 15.94789246 17.07333376 16.71207092 17.16415703 21.26415812
 39.75291178]",[ 0.00109196 -0.02757619  0.06087441  0.19676025 -0.01251995 -0.04689072],"[0.6017405  0.4720947  0.4881599  0.5807177  0.60980225 0.6012179
 0.5839981  0.5479153  0.6260064  0.6308136  0.5655362  0.5797397 ]",ahmedk
320,"[-3.8770242e+02  1.2067503e+02 -1.6919352e+01  3.3907768e+01
  1.0301890e+00 -9.0434492e-01  9.8366508e+00  2.2419758e+00
 -9.9798985e+00 -6.0839858e+00 -1.7009066e+01  6.2626469e-01
 -8.5729380e+00 -1.3327478e+01  1.7702268e-02 -9.7728882e+00
 -5.9683123e+00 -8.2779961e+00 -6.5488214e+00 -1.0343431e+01
 -8.8498135e+00 -4.4938884e+00 -5.0566268e+00 -8.4984169e+00
 -5.6826582e+00 -4.4697990e+00 -6.2022915e+00 -5.4938502e+00
 -3.5890801e+00 -1.0726887e+00 -7.0852704e+00 -2.6466017e+00
 -2.7851229e+00 -4.7615695e+00 -1.4441315e+00 -6.6620264e+00
 -5.0951028e+00 -7.6706415e-01 -4.4648719e+00 -1.7962812e+00]","[25.9783517  15.82187915 16.64920718 16.23576943 17.40245891 21.68980861
 38.35942757]",[ 0.01379791  0.05630605  0.0747558   0.18287087 -0.00439321 -0.06830691],"[0.48643902 0.5012443  0.58943033 0.57999426 0.59597266 0.53953636
 0.5617366  0.65550387 0.6366158  0.58323336 0.5820346  0.6314523 ]",ahmedk
321,"[-378.46262     116.8147      -12.998976     35.07935      -1.5829014
   -0.7526843     7.9563675     4.2489758   -13.576654     -7.374175
  -17.293493     -2.1686947    -8.703009    -14.343802     -0.62593263
  -10.584791     -5.194963     -6.905626     -8.432262     -9.196292
   -8.027979     -5.5858064    -6.409193     -8.429636     -3.2251928
   -6.1752434    -6.351758     -6.4626327    -3.1661062    -2.1831553
   -7.6749187    -1.1713647    -4.6634374    -1.9598048    -3.309799
   -7.7247696    -2.9255168    -0.8071299    -2.92132      -1.0529283 ]","[26.54470238 15.98555985 16.34972734 16.66618012 16.91484526 21.2455273
 39.22124166]",[ 0.13056153  0.04630726  0.0993871   0.08783995  0.06391873 -0.0532715 ],"[0.5469378  0.53391457 0.5814591  0.5808423  0.62595224 0.6016203
 0.57849544 0.64678955 0.5954243  0.56329    0.5660617  0.636789  ]",ahmedk
322,"[-372.77856    115.51209    -12.777598    30.749504    -1.7662907
    3.4003546    7.344913     6.190088   -11.736579    -3.775854
  -16.260653    -1.6025358   -6.4642277  -12.321419     1.168439
   -8.950063    -5.0513964   -4.3762465   -7.470817    -9.790667
   -6.8916354   -6.384183    -3.4848733   -8.217919    -3.8947918
   -4.237733    -6.5171967   -5.8991575   -2.6331253   -1.814057
   -5.927152    -1.2661598   -5.3282595   -2.782467    -3.0389302
   -5.449742    -4.4421296   -2.2704668   -3.4691505   -3.3631315]","[25.57305898 15.07592552 15.37209625 15.78311285 16.53102718 20.09987048
 39.10375973]",[ 0.04380182 -0.00440925 -0.02397048  0.14032855 -0.00379659 -0.02543884],"[0.60138184 0.51201797 0.53401124 0.56534535 0.6057991  0.55884725
 0.48074046 0.5232534  0.6227392  0.63291144 0.6307765  0.63773876]",ahmedk
323,"[-3.72997894e+02  1.18741974e+02 -1.80366611e+01  3.04763756e+01
 -2.23924324e-01 -9.99308527e-01  7.88139343e+00 -1.23280697e-01
 -1.08432798e+01 -4.86497831e+00 -1.58397341e+01 -7.79151440e-01
 -8.42369270e+00 -1.11269703e+01  3.09789330e-01 -1.16426592e+01
 -6.18171692e+00 -5.86796570e+00 -7.24934006e+00 -9.33486176e+00
 -8.65329266e+00 -5.85070753e+00 -5.63680124e+00 -9.03277493e+00
 -4.81337070e+00 -5.19599819e+00 -6.57767057e+00 -6.35078096e+00
 -3.09256792e+00 -3.24834538e+00 -7.20164299e+00 -2.88593864e+00
 -4.16717100e+00 -1.03716481e+00 -2.61369705e+00 -5.84651184e+00
 -4.05941391e+00 -2.25626206e+00 -4.33090782e+00 -3.15113902e+00]","[26.8951789  15.79488977 16.42015172 16.67321469 17.53965507 21.44473945
 38.50760427]",[ 0.02115322 -0.0269232   0.06575577  0.19740872  0.01066307 -0.04772082],"[0.615162   0.49467114 0.51730675 0.5850925  0.614984   0.5738323
 0.5310107  0.6147037  0.6876536  0.60430163 0.5860991  0.63340807]",ahmedk
324,"[-3.63204041e+02  1.13185486e+02 -1.85731335e+01  3.48538818e+01
 -3.89850187e+00 -9.09485221e-02  5.14388371e+00  1.64781117e+00
 -1.66393738e+01 -3.80440545e+00 -1.54041748e+01 -1.32285881e+00
 -7.52174759e+00 -1.33039780e+01  1.21751475e+00 -1.16983528e+01
 -7.33817148e+00 -3.23929882e+00 -8.01645374e+00 -1.00084305e+01
 -7.95319796e+00 -5.96405792e+00 -4.31886673e+00 -1.12296162e+01
 -2.37042451e+00 -7.88953781e+00 -5.77358913e+00 -3.96151304e+00
 -4.94722939e+00 -1.89026535e+00 -7.21403027e+00 -2.08052874e+00
 -6.40782881e+00 -1.73449481e+00 -4.40025759e+00 -6.40333652e+00
 -4.09422779e+00 -4.01712608e+00 -3.56630516e+00 -4.33901978e+00]","[27.07103293 15.23458342 16.57716958 15.5880472  17.13836979 22.22332018
 38.65564472]",[ 0.05976578 -0.01429813 -0.03052637  0.08658591  0.0397228   0.01097403],"[0.56817865 0.5296839  0.50129616 0.55552566 0.63053405 0.57422376
 0.53199804 0.56083465 0.5970439  0.7000558  0.6765755  0.62641233]",ahmedk
